"LabID","SiteName","SiteID","Country","Province","Age","Error","MedianBP","Date","Taxa","Material","Condition","d13C","Method","OneSigma_BP_1","OneSigma_BP_2","OneSigma_BP_3","OneSigma_BP_4","OneSigma_BP_5","OneSigma_BP_6","OneSigma_BP_7","TwoSigma_BP_1","TwoSigma_BP_2","TwoSigma_BP_3","TwoSigma_BP_4","TwoSigma_BP_5","TwoSigma_BP_6","Source"
"Beta-471918","Dillard Site","5MT10647","USA","Colorado",1450,30,1334,616,"Zea mays","SEEDS",NA,-10.1,"AMS","1351 to 1308",NA,NA,NA,NA,NA,NA,"1379 to 1300",NA,NA,NA,NA,NA,"p3k14c"
"Beta-471919","Dillard Site","5MT10647","USA","Colorado",1410,30,1318,632,"Zea mays","SEEDS",NA,-11.1,"AMS","1343 to 1326","1313 to 1296",NA,NA,NA,NA,NA,"1352 to 1287",NA,NA,NA,NA,NA,"p3k14c"
"Beta-471920","Dillard Site","5MT10647","USA","Colorado",1260,30,1217,733,"Zea mays","SEEDS",NA,-10.6,"AMS","1270 to 1205","1191 to 1183","1178 to 1176","1158 to 1153","1136 to 1134",NA,NA,"1281 to 1175","1163 to 1120","1096 to 1077",NA,NA,NA,"p3k14c"
"Beta-471921","Dillard Site","5MT10647","USA","Colorado",1460,30,1341,609,"Zea mays","SEEDS",NA,-9.9,"AMS","1357 to 1309",NA,NA,NA,NA,NA,NA,"1385 to 1302",NA,NA,NA,NA,NA,"p3k14c"
"Beta-48829",NA,"42Dc0655","USA","Utah",830,70,749,1201,"Zea mays","Zea Mays",NA,-12.1,NA,"790 to 676",NA,NA,NA,NA,NA,NA,"910 to 842","836 to 667",NA,NA,NA,NA,"p3k14c"
"Beta-503044","Maces Cave","42Ka5062","USA","Utah",1270,30,1221,729,"Zea mays","Zea Mays",NA,-9.3,NA,"1270 to 1204","1191 to 1183","1178 to 1177",NA,NA,NA,NA,"1286 to 1176","1162 to 1123","1089 to 1088",NA,NA,NA,"p3k14c"
"Beta-54286",NA,"42Cb0615","USA","Utah",990,70,876,1074,"Zea mays","Zea Mays",NA,NA,NA,"956 to 898","888 to 884","874 to 794",NA,NA,NA,NA,"1054 to 1026","1000 to 734",NA,NA,NA,NA,"CARD"
"Beta-54287",NA,"42Cb0667","USA","Utah",1710,80,1600,350,"Zea mays","Zea Mays",NA,NA,NA,"1703 to 1532",NA,NA,NA,NA,NA,NA,"1783 to 1764","1747 to 1403",NA,NA,NA,NA,"CARD"
"Beta-55076","Pottery Knoll","42Ka1568","USA","Utah",810,60,725,1225,"Zea mays","Zea Mays",NA,-10,NA,"772 to 758","748 to 675",NA,NA,NA,NA,NA,"902 to 867","855 to 848","825 to 810","802 to 654",NA,NA,"p3k14c"
"Beta-55077","Pottery Knoll","42Ka1568","USA","Utah",770,50,699,1251,"Zea mays","Zea Mays",NA,-9.6,NA,"725 to 672",NA,NA,NA,NA,NA,NA,"782 to 650","579 to 573",NA,NA,NA,NA,"p3k14c"
"Beta-59604",NA,"42Ws0964","USA","Utah",1130,60,1038,912,"Zea mays","Maize",NA,NA,NA,"1174 to 1165","1115 to 1103","1072 to 958",NA,NA,NA,NA,"1240 to 1240","1176 to 926",NA,NA,NA,NA,"CARD"
"Beta-60056","Mud Loaf Granary","5RB3290","USA","Utah",1260,90,1174,776,"Zea mays","maize",NA,NA,NA,"1283 to 1175","1164 to 1118","1101 to 1074",NA,NA,NA,NA,"1307 to 972","964 to 962",NA,NA,NA,NA,"CARD"
"Beta-62911","San Carlos",NA,"Mexico","Chiapas",3365,55,3597,-1648,"Zea mays","kernel","charred",NA,"AMS","3687 to 3663","3643 to 3557","3553 to 3551","3532 to 3509","3504 to 3494",NA,NA,"3817 to 3799","3719 to 3458",NA,NA,NA,NA,"p3k14c"
"Beta-62914","Paso de la Amada",NA,"Mexico","Chiapas",3135,55,3351,-1402,"Zea mays","kernel","charred",NA,"AMS","3443 to 3427","3404 to 3329","3293 to 3256",NA,NA,NA,NA,"3454 to 3213",NA,NA,NA,NA,NA,"p3k14c"
"Beta-62915","Aquiles Serdan",NA,"Mexico","Chiapas",3145,55,3364,-1415,"Zea mays","kernel","charred",NA,"AMS","3446 to 3423","3410 to 3334","3288 to 3265",NA,NA,NA,NA,"3457 to 3217",NA,NA,NA,NA,NA,"p3k14c"
"Beta-62916","Paso de la Amada",NA,"Mexico","Chiapas",3050,55,3255,-1306,"Zea mays","kernel","charred",NA,"AMS","3344 to 3282","3275 to 3206","3194 to 3177",NA,NA,NA,NA,"3379 to 3136","3131 to 3106","3095 to 3076",NA,NA,NA,"p3k14c"
"Beta-62917","Paso de la Amada",NA,"Mexico","Chiapas",3240,55,3456,-1507,"Zea mays","kernel","charred",NA,"AMS","3548 to 3540","3537 to 3536","3491 to 3387",NA,NA,NA,NA,"3575 to 3356",NA,NA,NA,NA,NA,"p3k14c"
"Beta-62918","Aquiles Serdan",NA,"Mexico","Chiapas",3100,55,3301,-1352,"Zea mays","kernel","charred",NA,"AMS","3376 to 3315","3308 to 3237",NA,NA,NA,NA,NA,"3445 to 3423","3408 to 3170",NA,NA,NA,NA,"p3k14c"
"Beta-62919","Chilo","MZ-17","Mexico","Chiapas",3080,50,3286,-1337,"Zea mays","kernel","charred",NA,"AMS","3359 to 3234",NA,NA,NA,NA,NA,NA,"3439 to 3433","3397 to 3161",NA,NA,NA,NA,"p3k14c"
"Beta-62920","Aquiles Serdan",NA,"Mexico","Chiapas",3000,55,3185,-1236,"Zea mays","kernel","charred",NA,"AMS","3324 to 3300","3250 to 3138","3127 to 3106","3095 to 3077",NA,NA,NA,"3350 to 3053","3049 to 3026","3020 to 3004",NA,NA,NA,"p3k14c"
"Beta-67489","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2390,70,2460,-511,"Zea mays","Maize",NA,-13.3,"AMS","2684 to 2644","2612 to 2599","2494 to 2343",NA,NA,NA,NA,"2718 to 2315",NA,NA,NA,NA,NA,"p3k14c"
"Beta-67490","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2200,60,2208,-259,"Zea mays","Maize",NA,-10.1,"AMS","2310 to 2220","2217 to 2190","2184 to 2144","2136 to 2126",NA,NA,NA,"2340 to 2050","2016 to 2008",NA,NA,NA,NA,"p3k14c"
"Beta-67495","Dry Laid Heaven","42Ga0105","USA","Utah",1720,60,1611,339,"Zea mays","Zea Mays",NA,-12,NA,"1697 to 1660","1632 to 1542",NA,NA,NA,NA,NA,"1736 to 1514","1487 to 1475","1451 to 1418",NA,NA,NA,"p3k14c"
"Beta-73979","The Pits","J:14:17","USA","Arizona",2230,60,2225,-276,"Zea mays","Maize",NA,-10.9,"AMS","2330 to 2296","2264 to 2153",NA,NA,NA,NA,NA,"2349 to 2098","2084 to 2062",NA,NA,NA,NA,"p3k14c"
"Beta-73982","The Pits","J:14:17","USA","Arizona",2180,60,2185,-236,"Zea mays","Maize",NA,-11.5,"AMS","2309 to 2223","2212 to 2192","2183 to 2107",NA,NA,NA,NA,"2333 to 2042","2025 to 2004",NA,NA,NA,NA,"p3k14c"
"Beta-73984","The Pits","J:14:17","USA","Arizona",2190,60,2199,-250,"Zea mays","Maize",NA,-11.2,"AMS","2309 to 2222","2214 to 2191","2184 to 2120",NA,NA,NA,NA,"2336 to 2046","2020 to 2006",NA,NA,NA,NA,"p3k14c"
"Beta-74066","Old Man Cave","42Sa21153","USA","Utah",1810,60,1709,241,"Zea mays","Zea Mays",NA,-10.5,NA,"1818 to 1811","1791 to 1761","1749 to 1691","1671 to 1615",NA,NA,NA,"1864 to 1857","1831 to 1548",NA,NA,NA,NA,"p3k14c"
"Beta-75863","North Shelter (Falls Creek)","5LP1434","USA","Colorado",2140,40,2117,-168,"Zea mays","SEEDS",NA,-26,NA,"2292 to 2269","2150 to 2050","2016 to 2008",NA,NA,NA,NA,"2303 to 2232","2179 to 1997",NA,NA,NA,NA,"p3k14c"
"Beta-75864","North Shelter (Falls Creek)","5LP1434","USA","Colorado",2240,40,2229,-280,"Zea mays","SEEDS",NA,-26,NA,"2331 to 2300","2240 to 2157",NA,NA,NA,NA,NA,"2342 to 2285","2278 to 2147",NA,NA,NA,NA,"p3k14c"
"Beta-75865","North Shelter (Falls Creek)","5LP1434","USA","Colorado",2260,40,2233,-284,"Zea mays","SEEDS",NA,-26,NA,"2340 to 2302","2233 to 2179","2164 to 2161",NA,NA,NA,NA,"2346 to 2293","2268 to 2151",NA,NA,NA,NA,"p3k14c"
"Beta-76001","Confluence","42EM1887","USA","Utah",1150,110,1069,881,"Zea mays","cob","charred",NA,"RADIOMETRIC","1241 to 1239","1176 to 956","944 to 936",NA,NA,NA,NA,"1290 to 902","867 to 853","850 to 822","811 to 800",NA,NA,"p3k14c"
"Beta-76002","Confluence","42EM1887","USA","Utah",1450,60,1344,606,"Zea mays","cob","charred",NA,"AMS","1377 to 1300",NA,NA,NA,NA,NA,NA,"1514 to 1487","1474 to 1451","1440 to 1435","1419 to 1275","1197 to 1194",NA,"Greubel 1998"
"Beta-76546","Tabeguache Cave","5MN868","USA","Colorado",2060,60,2018,-69,"Zea mays","SEEDS",NA,NA,NA,"2103 to 1937",NA,NA,NA,NA,NA,NA,"2293 to 2268","2151 to 1867","1853 to 1836",NA,NA,NA,"p3k14c"
"Beta-78335","Red Feather","42Ga0276","USA","Utah",1360,80,1268,682,"Zea mays","Zea Mays",NA,-11,NA,"1346 to 1245","1223 to 1221","1213 to 1177",NA,NA,NA,NA,"1395 to 1175","1165 to 1113","1108 to 1073",NA,NA,NA,"p3k14c"
"Beta-79145","The Pits","J:14:17","USA","Arizona",1990,60,1921,29,"Zea mays","Maize",NA,-15.3,"AMS","1994 to 1866","1854 to 1834",NA,NA,NA,NA,NA,"2098 to 2083","2064 to 1745",NA,NA,NA,NA,"p3k14c"
"Beta-79148","The Pits","J:14:17","USA","Arizona",1920,50,1836,114,"Zea mays","Maize",NA,-16.4,"AMS","1887 to 1747",NA,NA,NA,NA,NA,NA,"1981 to 1966","1943 to 1719",NA,NA,NA,NA,"p3k14c"
"Beta-80770",NA,"42Cb0109","USA","Utah",1190,80,1110,840,"Zea mays","Zea Mays",NA,NA,NA,"1243 to 1224","1220 to 1214","1176 to 1052","1030 to 994","981 to 977",NA,NA,"1278 to 957",NA,NA,NA,NA,NA,"p3k14c"
"Beta-81058","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2290,60,2267,-318,"Zea mays","Maize",NA,-11.4,"AMS","2353 to 2300","2239 to 2175","2171 to 2158",NA,NA,NA,NA,"2463 to 2446","2438 to 2124",NA,NA,NA,NA,"p3k14c"
"Beta-81059","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2290,60,2267,-318,"Zea mays","Maize",NA,-11.4,"AMS","2353 to 2300","2239 to 2175","2171 to 2158",NA,NA,NA,NA,"2463 to 2446","2438 to 2124",NA,NA,NA,NA,"p3k14c"
"Beta-81060","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2180,60,2185,-236,"Zea mays","Maize",NA,-11.6,"AMS","2309 to 2223","2212 to 2192","2183 to 2107",NA,NA,NA,NA,"2333 to 2042","2025 to 2004",NA,NA,NA,NA,"p3k14c"
"Beta-81061","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2010,60,1947,3,"Zea mays","Maize",NA,-10.1,"AMS","2039 to 2029","2002 to 1869","1852 to 1840",NA,NA,NA,NA,"2119 to 1819","1810 to 1792","1760 to 1750",NA,NA,NA,"p3k14c"
"Beta-81062","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2440,50,2509,-560,"Zea mays","Maize",NA,-12.3,"AMS","2694 to 2640","2613 to 2595","2497 to 2363",NA,NA,NA,NA,"2706 to 2629","2620 to 2553","2546 to 2354",NA,NA,NA,"p3k14c"
"Beta-81063","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2260,60,2236,-287,"Zea mays","Maize",NA,-10.1,"AMS","2342 to 2300","2251 to 2248","2244 to 2244","2240 to 2157",NA,NA,NA,"2362 to 2101","2076 to 2074",NA,NA,NA,NA,"p3k14c"
"Beta-81064","Santa Cruz Bend","AZ AA:12:746","USA","Arizona",2260,60,2236,-287,"Zea mays","Maize",NA,-11.9,"AMS","2342 to 2300","2251 to 2248","2244 to 2244","2240 to 2157",NA,NA,NA,"2362 to 2101","2076 to 2074",NA,NA,NA,NA,"p3k14c"
"Beta-81065","Stone Pipe","BB:13:425","USA","Arizona",1720,60,1611,339,"Zea mays","maize",NA,-9.3,NA,"1697 to 1660","1632 to 1542",NA,NA,NA,NA,NA,"1736 to 1514","1487 to 1475","1451 to 1418",NA,NA,NA,"p3k14c"
"Beta-81066","Stone Pipe","AZ BB:13:425","USA","Arizona",2390,50,2441,-492,"Zea mays","Maize",NA,-12,"AMS","2663 to 2662","2608 to 2606","2489 to 2348",NA,NA,NA,NA,"2699 to 2633","2615 to 2584","2570 to 2562","2539 to 2336",NA,NA,"p3k14c"
"Beta-81067","Stone Pipe","BB:13:425 (ASM)","USA","Arizona",2150,60,2137,-188,"Zea mays","Maize",NA,-10.5,"AMS","2299 to 2240","2174 to 2172","2157 to 2045","2021 to 2006",NA,NA,NA,"2321 to 1993",NA,NA,NA,NA,NA,"p3k14c"
"Beta-81069","Stone Pipe","BB:13:425 (ASM)","USA","Arizona",2360,50,2405,-456,"Zea mays","Maize",NA,-12.5,"AMS","2485 to 2483","2464 to 2337",NA,NA,NA,NA,NA,"2697 to 2636","2614 to 2591","2534 to 2533","2517 to 2306","2228 to 2206","2195 to 2182","p3k14c"
"Beta-81071","Stone Pipe","BB:13:425","USA","Arizona",1650,60,1531,419,"Zea mays","maize",NA,-10.4,NA,"1685 to 1677","1600 to 1511","1499 to 1496","1490 to 1473","1454 to 1416",NA,NA,"1698 to 1659","1632 to 1394",NA,NA,NA,NA,"p3k14c"
"Beta-82600","Hidden Island","42Un1671","USA","Utah",1400,80,1309,641,"Zea mays","Zea Mays",NA,NA,NA,"1380 to 1268","1205 to 1191","1183 to 1179",NA,NA,NA,NA,"1513 to 1488","1473 to 1452","1438 to 1437","1418 to 1176","1161 to 1126",NA,"CARD"
"Beta-84646","Chama Alcove","LA24807","USA","New Mexico",1630,70,1505,445,"Zea mays","cob","uncharred",-14.2,"AMS","1570 to 1409",NA,NA,NA,NA,NA,NA,"1697 to 1660","1629 to 1364",NA,NA,NA,NA,"p3k14c"
"Beta-84648","Chama Alcove","LA24807","USA","New Mexico",1840,50,1748,202,"Zea mays","cob","uncharred",-10.9,"AMS","1823 to 1705",NA,NA,NA,NA,NA,NA,"1874 to 1689","1673 to 1611",NA,NA,NA,NA,"p3k14c"
"Beta-85405","Clearwater","AZ BB:13:6","USA","Arizona",2520,40,2591,-642,"Zea mays","Maize","charred",-10.5,"AMS","2725 to 2696","2638 to 2614","2593 to 2513","2506 to 2500",NA,NA,NA,"2744 to 2487","2480 to 2466",NA,NA,NA,NA,"p3k14c"
"Beta-85431","Romero and Valenzuela Caves",NA,"Mexico","Tamaulipas",3930,50,4361,-2412,"Zea mays","cob","uncharred",NA,"AMS","4435 to 4433","4423 to 4290","4269 to 4254",NA,NA,NA,NA,"4520 to 4464","4450 to 4234","4197 to 4185","4165 to 4161",NA,NA,"p3k14c"
"Beta-85432","Romero and Valenzuela Caves",NA,"Mexico","Tamaulipas",2560,60,2623,-674,"Zea mays","cob","uncharred",NA,"AMS","2753 to 2697","2637 to 2615","2592 to 2514","2505 to 2501",NA,NA,NA,"2772 to 2459","2456 to 2429",NA,NA,NA,NA,"p3k14c"
"Beta-85433","Romero and Valenzuela Caves",NA,"Mexico","Tamaulipas",3890,60,4314,-2365,"Zea mays","cob","uncharred",NA,"AMS","4412 to 4243",NA,NA,NA,NA,NA,NA,"4513 to 4484","4442 to 4149","4110 to 4102",NA,NA,NA,"p3k14c"
"Beta-85434","Romero and Valenzuela Caves",NA,"Mexico","Tamaulipas",1380,60,1295,655,"Zea mays","cob","uncharred",NA,"AMS","1348 to 1271","1204 to 1192","1182 to 1179",NA,NA,NA,NA,"1380 to 1241","1239 to 1177",NA,NA,NA,NA,"Smith 1997"
"Beta-87898","Kin Kahuna","AZ J:3-8","USA","Arizona",2140,50,2120,-171,"Zea mays","Maize",NA,-11,"AMS","2295 to 2266","2152 to 2044","2022 to 2005",NA,NA,NA,NA,"2308 to 2223","2213 to 2191","2183 to 1992","1955 to 1953",NA,NA,"p3k14c"
"Beta-87901","Kin Kahuna","AZ J:3-8","USA","Arizona",1960,60,1885,65,"Zea mays","Maize",NA,-12.4,"AMS","1988 to 1961","1947 to 1824",NA,NA,NA,NA,NA,"2042 to 2025","2003 to 1725",NA,NA,NA,NA,"p3k14c"
"Beta-87902","Kin Kahuna","AZ J:3-8","USA","Arizona",1840,50,1748,202,"Zea mays","Maize",NA,-11.7,"AMS","1823 to 1705",NA,NA,NA,NA,NA,NA,"1874 to 1689","1673 to 1611",NA,NA,NA,NA,"p3k14c"
"Beta-87903","Kin Kahuna","AZ J:3-8","USA","Arizona",2190,60,2199,-250,"Zea mays","Maize",NA,-11.6,"AMS","2309 to 2222","2214 to 2191","2184 to 2120",NA,NA,NA,NA,"2336 to 2046","2020 to 2006",NA,NA,NA,NA,"p3k14c"
"Beta-87904","Kin Kahuna","AZ J:3-8","USA","Arizona",2210,50,2221,-272,"Zea mays","Maize",NA,-11,"AMS","2312 to 2290","2272 to 2149",NA,NA,NA,NA,NA,"2341 to 2099","2081 to 2067",NA,NA,NA,NA,"p3k14c"
"Beta-87905","Kin Kahuna","AZ J:3-8","USA","Arizona",2210,50,2221,-272,"Zea mays","Maize",NA,-11,"AMS","2312 to 2290","2272 to 2149",NA,NA,NA,NA,NA,"2341 to 2099","2081 to 2067",NA,NA,NA,NA,"p3k14c"
"Beta-87912","Mountainview","AZ J:14:38","USA","Arizona",1810,50,1708,242,"Zea mays","Maize",NA,-10.8,"AMS","1816 to 1814","1783 to 1764","1747 to 1692","1670 to 1620",NA,NA,NA,"1828 to 1585","1581 to 1573",NA,NA,NA,NA,"p3k14c"
"Beta-89859","Costello-King","AA:12:503 (ASM)","USA","Arizona",2780,60,2882,-933,"Zea mays","cupule","charred",-11.5,"AMS","2952 to 2844","2823 to 2787",NA,NA,NA,NA,NA,"3057 to 3044","3030 to 3017","3004 to 2758",NA,NA,NA,"p3k14c"
"Beta-89860","Costello-King","AA:12:503 (ASM)","USA","Arizona",2770,60,2871,-922,"Zea mays","cob","charred",-12.4,"AMS","2932 to 2840","2831 to 2783",NA,NA,NA,NA,NA,"3052 to 3049","3026 to 3020","3003 to 2755",NA,NA,NA,"p3k14c"
"Beta-89861","Costello-King","AA:12:503 (ASM)","USA","Arizona",2770,60,2871,-922,"Zea mays","cupule","charred",-12.3,"AMS","2932 to 2840","2831 to 2783",NA,NA,NA,NA,NA,"3052 to 3049","3026 to 3020","3003 to 2755",NA,NA,NA,"p3k14c"
"Beta-89862","Costello-King","AA:12:503 (ASM)","USA","Arizona",2690,60,2807,-858,"Zea mays","cupule","charred",-11.5,"AMS","2847 to 2808","2806 to 2755",NA,NA,NA,NA,NA,"2931 to 2895","2890 to 2726",NA,NA,NA,NA,"p3k14c"
"Beta-89863","Costello-King","AA:12:503 (ASM)","USA","Arizona",2620,60,2744,-795,"Zea mays","cob","charred",-11.3,"AMS","2844 to 2821","2787 to 2707","2628 to 2621","2553 to 2547",NA,NA,NA,"2862 to 2686","2643 to 2613","2597 to 2496",NA,NA,NA,"p3k14c"
"Beta-90225","Clearwater","AZ BB:13:6","USA","Arizona",2580,60,2661,-712,"Zea mays","Maize","charred",-8.7,"AMS","2759 to 2699","2634 to 2615","2587 to 2535","2532 to 2518",NA,NA,NA,"2844 to 2822","2786 to 2464","2445 to 2439",NA,NA,NA,"p3k14c"
"Beta-90226","Clearwater","AZ BB:13:6","USA","Arizona",2500,60,2576,-627,"Zea mays","Maize","charred",-10,"AMS","2722 to 2669","2656 to 2611","2601 to 2493",NA,NA,NA,NA,"2739 to 2407","2389 to 2368",NA,NA,NA,NA,"p3k14c"
"Beta-90228","Clearwater","AZ BB:13:6","USA","Arizona",2390,50,2441,-492,"Zea mays","Maize","charred",-11.3,"AMS","2663 to 2662","2608 to 2606","2489 to 2348",NA,NA,NA,NA,"2699 to 2633","2615 to 2584","2570 to 2562","2539 to 2336",NA,NA,"p3k14c"
"Beta-90229","Clearwater","AZ BB:13:6","USA","Arizona",2420,50,2476,-527,"Zea mays","Maize","charred",-10.8,"AMS","2680 to 2654","2652 to 2647","2611 to 2600","2493 to 2356",NA,NA,NA,"2702 to 2630","2617 to 2558","2543 to 2348",NA,NA,NA,"p3k14c"
"Beta-90318","Rillito Fan","AA:12:788 (ASM)","USA","Arizona",2860,40,2980,-1031,"Zea mays","cupule","charred",-12.1,"AMS","3058 to 3040","3035 to 3013","3007 to 2928","2898 to 2885",NA,NA,NA,"3141 to 3125","3107 to 3095","3076 to 2861",NA,NA,NA,"p3k14c"
"Beta-91140","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2140,60,2122,-173,"Zea mays","cupule","charred",-2.5,"AMS","2297 to 2260","2155 to 2039","2029 to 2002",NA,NA,NA,NA,"2314 to 1989","1959 to 1949",NA,NA,NA,NA,"p3k14c"
"Beta-91141","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2120,60,2094,-145,"Zea mays","cupule","charred",-8.2,"AMS","2289 to 2273","2149 to 1999",NA,NA,NA,NA,NA,"2307 to 2224","2211 to 2192","2183 to 1936",NA,NA,NA,"p3k14c"
"Beta-91142","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2150,50,2136,-187,"Zea mays","cupule","charred",-7.6,"AMS","2298 to 2255","2156 to 2047","2019 to 2007",NA,NA,NA,NA,"2309 to 2221","2215 to 2191","2184 to 1997",NA,NA,NA,"p3k14c"
"Beta-91143","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2050,50,2000,-51,"Zea mays","cupule","charred",-7.5,"AMS","2097 to 2085","2061 to 1929",NA,NA,NA,NA,NA,"2144 to 2136","2125 to 1870","1851 to 1842",NA,NA,NA,"p3k14c"
"Beta-91144","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2170,60,2170,-221,"Zea mays","cupule","charred",-8.2,"AMS","2305 to 2229","2205 to 2196","2181 to 2099","2084 to 2062",NA,NA,NA,"2327 to 2038","2030 to 2002",NA,NA,NA,NA,"p3k14c"
"Beta-91145","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2110,50,2078,-129,"Zea mays","cupule","charred",-11.6,"AMS","2144 to 2136","2125 to 1999",NA,NA,NA,NA,NA,"2301 to 2235","2177 to 2167","2159 to 1940",NA,NA,NA,"p3k14c"
"Beta-91146","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2090,60,2056,-107,"Zea mays","cupule","charred",-8.3,"AMS","2144 to 2135","2125 to 1988","1960 to 1948",NA,NA,NA,NA,"2301 to 2235","2177 to 2167","2159 to 1887",NA,NA,NA,"p3k14c"
"Beta-91147","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2240,60,2228,-279,"Zea mays","cupule","charred",-8,"AMS","2334 to 2298","2259 to 2155",NA,NA,NA,NA,NA,"2353 to 2100","2079 to 2071",NA,NA,NA,NA,"p3k14c"
"Beta-91148","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2140,50,2120,-171,"Zea mays","cupule","charred",-9.6,"AMS","2295 to 2266","2152 to 2044","2022 to 2005",NA,NA,NA,NA,"2308 to 2223","2213 to 2191","2183 to 1992","1955 to 1953",NA,NA,"p3k14c"
"Beta-91149","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2160,60,2152,-203,"Zea mays","cupule","charred",-6.7,"AMS","2302 to 2234","2178 to 2164","2160 to 2053","2013 to 2010",NA,NA,NA,"2321 to 1999",NA,NA,NA,NA,NA,"p3k14c"
"Beta-92619","Clearwater","AZ BB:13:6","USA","Arizona",2430,60,2501,-552,"Zea mays","Maize","charred",-9.5,"AMS","2693 to 2640","2613 to 2595","2497 to 2357",NA,NA,NA,NA,"2706 to 2628","2620 to 2552","2550 to 2350",NA,NA,NA,"p3k14c"
"Beta-94761","Kin Kahuna","AZ J:3-8","USA","Arizona",1990,50,1921,29,"Zea mays","Maize",NA,-11.4,"AMS","1990 to 1958","1950 to 1870","1851 to 1842",NA,NA,NA,NA,"2053 to 1817","1813 to 1782","1764 to 1747",NA,NA,NA,"p3k14c"
"Beta-94763","Kin Kahuna","AZ J:3-8","USA","Arizona",2080,50,2043,-94,"Zea mays","Maize",NA,-15.3,"AMS","2115 to 1991","1958 to 1950",NA,NA,NA,NA,NA,"2294 to 2267","2152 to 1921","1908 to 1891",NA,NA,NA,"p3k14c"
"Beta-94764","Kin Kahuna","AZ J:3-8","USA","Arizona",2090,80,2059,-110,"Zea mays","Maize",NA,-14.7,"AMS","2289 to 2274","2148 to 1973","1971 to 1968","1966 to 1943",NA,NA,NA,"2309 to 2222","2214 to 2191","2183 to 1868","1853 to 1838",NA,NA,"p3k14c"
"Beta-94765","Ditch House","AZ J-14-21","USA","Arizona",2080,40,2042,-93,"Zea mays","Maize",NA,-14.6,"AMS","2102 to 1993",NA,NA,NA,NA,NA,NA,"2284 to 2279","2146 to 1932",NA,NA,NA,NA,"p3k14c"
"Beta-94768","Ko' Lanhi","AZ J:14:35","USA","Arizona",2080,60,2044,-95,"Zea mays","Maize",NA,-12.9,"AMS","2122 to 1983","1964 to 1944",NA,NA,NA,NA,NA,"2299 to 2240","2174 to 2172","2156 to 1873","1847 to 1847",NA,NA,"p3k14c"
"Beta-94775",NA,"42Ws3105","USA","Utah",1810,80,1710,240,"Zea mays","Maize",NA,-13.4,"AMS","1822 to 1690","1672 to 1611",NA,NA,NA,NA,NA,"1919 to 1910","1889 to 1535",NA,NA,NA,NA,"p3k14c"
"Beta-95166","Trail Canyon, Cave 2","E:","USA","Utah",1990,90,1925,25,"Zea mays","kernel",NA,-11.6,NA,"2048 to 2017","2007 to 1821","1807 to 1794","1757 to 1751",NA,NA,NA,"2288 to 2275","2148 to 1712",NA,NA,NA,NA,"p3k14c"
"Beta-95172","Tseahatso","E:","USA","Utah",1230,80,1147,803,"Zea mays","kernel",NA,-9.9,NA,"1268 to 1206","1190 to 1184","1178 to 1173","1171 to 1066",NA,NA,NA,"1291 to 1042","1040 to 974",NA,NA,NA,NA,"p3k14c"
"Beta-95268","Six-Toe Shelter","42SA24773","USA","Utah",2030,90,1978,-29,"Zea mays","cob",NA,-9.7,NA,"2102 to 1870","1851 to 1842",NA,NA,NA,NA,NA,"2299 to 2239","2175 to 2170","2157 to 1737",NA,NA,NA,"p3k14c"
"Beta-95269","Six-Toe Shelter","42SA24773","USA","Utah",1830,70,1735,215,"Zea mays","cob",NA,-10.1,NA,"1824 to 1696","1664 to 1626",NA,NA,NA,NA,NA,"1915 to 1915","1913 to 1913","1888 to 1548",NA,NA,NA,"p3k14c"
"Beta-95270","Six-Toe Shelter","42SA24773","USA","Utah",1060,70,970,980,"Zea mays","cob",NA,-8.6,NA,"1061 to 913",NA,NA,NA,NA,NA,NA,"1174 to 1163","1123 to 897","890 to 793",NA,NA,NA,"p3k14c"
"Beta-95271","Six-Toe Shelter","42SA24773","USA","Utah",1940,80,1863,87,"Zea mays","cob",NA,-9,NA,"1942 to 1745",NA,NA,NA,NA,NA,NA,"2097 to 2085","2061 to 1700","1656 to 1636",NA,NA,NA,"p3k14c"
"Beta-95272","Six Toe Shelter","42SA24773","USA","Utah",2360,80,2424,-475,"Zea mays","Maize cob fragment","charred",-9.5,NA,"2690 to 2642","2612 to 2596","2496 to 2312","2188 to 2186",NA,NA,NA,"2707 to 2628","2620 to 2300","2256 to 2157",NA,NA,NA,"p3k14c"
